City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,Kamenka,51.3223,42.7678,11.86,89,9,11.12,RU,1673734545
277,Fort Nelson,58.8053,-122.7002,6.94,85,99,1.59,CA,1673734529
278,Saint Anthony,45.0205,-93.218,32.14,79,0,11.5,US,1673734546
279,Mehamn,71.0357,27.8492,27.63,81,96,14.32,NO,1673734546
280,Antalaha,-14.9003,50.2788,74.01,85,54,5.61,MG,1673734546
281,São Félix do Xingu,-6.6447,-51.995,73.49,96,92,1.39,BR,1673734547
282,Luwuk,-0.9516,122.7875,76.77,80,97,2.26,ID,1673734372
283,Dezhou,37.4486,116.2925,19.15,23,100,3.49,CN,1673734548
284,Lodja,-3.4833,23.4333,67.12,99,87,2.17,CD,1673734548
285,Burley,42.5357,-113.7928,49.3,46,75,3.44,US,1673734548
286,Raudeberg,61.9875,5.1352,36.27,72,100,13.22,NO,1673734549
287,Nara,34.6851,135.8049,51.91,33,98,3.6,JP,1673734549
288,Hervey Bay,-25.2986,152.8535,75.88,78,100,16.33,AU,1673734550
289,Glendive,47.1053,-104.7125,43.18,92,40,3.44,US,1673734550
290,Tieli,46.95,128.05,-23.17,96,10,4.76,CN,1673734551
291,Alugan,12.2188,125.4808,77.16,88,100,3.76,PH,1673734551
292,Santa Maria,-29.6842,-53.8069,77.16,62,98,4.7,BR,1673734552
293,Mabaruma,8.2,-59.7833,72.57,96,81,3.27,GY,1673734552
294,Yeppoon,-23.1333,150.7333,73.18,89,100,16.15,AU,1673734552
295,Tsimmerbude,54.675,20.1347,41.05,73,100,22.55,RU,1673734504
296,Lüderitz,-26.6481,15.1594,66.38,69,0,20.24,NA,1673734553
297,Leh,34.1667,77.5833,-1.57,85,67,2.62,IN,1673734553
298,Carutapera,-1.195,-46.02,77.77,83,72,6.2,BR,1673734554
299,Watsa,3.0372,29.5355,67.69,50,43,2.75,CD,1673734554
300,Sainte-Marie,-20.8968,55.5496,77.13,81,40,13.8,RE,1673734554
301,Port Macquarie,-31.4333,152.9167,78.89,67,5,7.67,AU,1673734555
302,Lagoa,39.05,-27.9833,54.45,54,25,24.83,PT,1673734555
303,Moroni,-11.7022,43.2551,79.14,78,99,3.0,KM,1673734291
304,Hatillo,18.4863,-66.8254,81.79,72,91,4.59,PR,1673734556
305,Nālūt,30.3333,10.85,47.91,57,0,7.7,LY,1673734556
306,Katastari,37.8333,20.7667,46.29,73,99,3.94,GR,1673734557
307,San Quintín,30.4833,-115.95,62.98,62,88,8.48,MX,1673734557
308,Comodoro Rivadavia,-45.8667,-67.5,60.66,55,0,13.8,AR,1673734558
309,Asău,46.4333,26.4,31.28,93,63,2.57,RO,1673734559
310,Jiexiu,37.0244,111.9125,17.04,48,100,8.84,CN,1673734559
311,Namatanai,-3.6667,152.4333,80.69,80,77,4.68,PG,1673734559
312,Souillac,-20.5167,57.5167,77.38,83,40,10.36,MU,1673734560
313,Barra de Tecoanapa,16.5167,-98.75,83.01,64,0,10.71,MX,1673734560
314,Esmeraldas,-19.7625,-44.3139,81.46,88,100,4.34,BR,1673734560
315,Dutlwe,-23.9833,23.9,77.54,32,77,8.19,BW,1673734561
316,Catuday,16.2923,119.8062,77.07,78,34,12.88,PH,1673734561
317,Ikungi,-5.1333,34.7667,60.66,89,100,4.52,TZ,1673734562
318,Touros,-5.1989,-35.4608,80.08,75,100,14.9,BR,1673734563
319,Cockburn Town,21.4612,-71.1419,76.96,78,75,9.22,TC,1673734564
320,Luga,58.7372,29.8453,36.41,94,100,11.32,RU,1673734565
321,Husavik,66.0449,-17.3389,18.48,72,100,7.61,IS,1673734307
322,Saurimo,-9.6608,20.3916,65.12,98,100,3.04,AO,1673734566
323,Asilah,35.465,-6.0348,51.76,83,38,4.23,MA,1673734567
324,Mandiana,10.6333,-8.6833,77.09,16,55,5.01,GN,1673734568
325,Juneau,58.3019,-134.4197,37.09,97,100,0.0,US,1673734323
326,Constantine,36.365,6.6147,40.41,87,0,0.0,DZ,1673734570
327,Vung Tau,10.346,107.0843,76.21,89,42,6.96,VN,1673734570
328,Mindelo,16.8901,-24.9804,71.15,73,20,25.32,CV,1673734571
329,Fayetteville,35.0527,-78.8784,46.89,48,100,10.36,US,1673734293
330,Christchurch,-43.5333,172.6333,73.42,56,6,11.5,NZ,1673734340
331,Santander Jiménez,24.2167,-98.4667,74.17,26,0,12.55,MX,1673734573
332,Ciudad Bolivar,8.1222,-63.5497,85.8,48,28,5.35,VE,1673734574
333,Ugoofaaru,5.6667,73.0,79.25,70,37,8.01,MV,1673734575
334,Taoudenni,22.6783,-3.9836,66.69,20,0,12.82,ML,1673734576
335,Fenoarivo,-18.933,47.4354,64.47,100,75,4.61,MG,1673734576
336,La Ronge,55.1001,-105.2842,15.33,95,100,8.9,CA,1673734528
337,Marsh Harbour,26.5412,-77.0636,61.5,55,71,30.49,BS,1673734578
338,Perth,-31.9333,115.8333,63.03,57,0,17.27,AU,1673734579
339,Tavira,37.1273,-7.6486,53.47,69,51,4.03,PT,1673734579
340,El Carrizo,24.0261,-106.8814,79.75,44,0,7.38,MX,1673734581
341,Arman',59.7,150.1667,-8.99,97,100,12.59,RU,1673734581
342,Los Llanos de Aridane,28.6585,-17.9182,62.35,71,75,8.99,ES,1673734582
343,Ballybofey,54.8,-7.7833,39.74,76,74,19.15,IE,1673734582
344,Zhezkazgan,47.8043,67.7144,-7.2,90,36,4.03,KZ,1673734583
345,Fortuna,40.5982,-124.1573,54.66,77,40,9.22,US,1673734584
346,Ergani,38.2653,39.7621,36.99,98,100,2.73,TR,1673734585
347,Palmer,42.1584,-72.3287,32.63,69,75,14.97,US,1673734523
348,Lorengau,-2.0226,147.2712,83.08,75,100,10.45,PG,1673734586
349,Saint-Pierre,-21.3393,55.4781,74.91,73,0,4.61,RE,1673734588
350,Gorom-Gorom,14.4439,-0.2361,70.03,12,31,9.62,BF,1673734589
351,Missoula,47.0166,-113.8009,34.84,83,100,1.41,US,1673734590
352,Ormara,25.2088,64.6357,56.57,27,0,11.68,PK,1673734590
353,Kenora,49.8167,-94.4337,22.17,86,100,6.91,CA,1673734487
354,Nishihara,26.1842,127.7558,69.46,94,75,8.05,JP,1673734591
355,Pallasovka,50.05,46.8833,16.09,66,3,13.09,RU,1673734591
356,Rovaniemi,66.5,25.7167,22.41,100,100,3.44,FI,1673734592
357,Nicoya,10.1483,-85.452,82.51,56,93,18.25,CR,1673734592
358,Tessalit,20.1986,1.0114,66.51,18,50,9.55,ML,1673734593
359,Kilindoni,-7.9139,39.6668,81.25,76,86,10.89,TZ,1673734593
360,Lappeenranta,61.0587,28.1887,39.78,99,100,13.8,FI,1673734593
361,Ginir,7.1333,40.7,57.13,51,0,4.32,ET,1673734594
362,Quebo,11.3333,-14.9333,70.68,72,48,3.87,GW,1673734594
363,Inírida,3.8653,-67.9239,78.19,88,63,1.21,CO,1673734595
364,La Romana,18.4273,-68.9728,79.16,94,75,6.91,DO,1673734595
365,Muzhi,65.3667,64.6667,2.08,95,76,4.36,RU,1673734595
366,São Lourenço do Sul,-31.3653,-51.9783,73.72,62,83,7.9,BR,1673734596
367,Praxédis Guerrero,31.3667,-106.0167,71.06,18,26,8.95,MX,1673734596
368,Luena,-11.7833,19.9167,62.82,96,100,3.85,AO,1673734596
369,Bentiu,9.2333,29.8333,74.48,24,0,6.69,SS,1673734597
370,Severo-Kuril'sk,50.6789,156.125,18.48,79,98,30.96,RU,1673734597
371,Pemberton,50.3164,-122.8027,42.49,98,100,1.99,CA,1673734525
372,Ponta do Sol,32.6667,-17.1,63.72,71,69,3.71,PT,1673734598
373,Yuli,9.6989,10.2744,70.79,24,53,6.11,NG,1673734598
374,Svobodnyy,51.4,128.1333,-20.13,97,100,2.89,RU,1673734598
375,Burgos,42.3394,-3.7079,46.81,87,100,17.27,ES,1673734599
376,Warrington,53.3925,-2.5802,42.87,75,20,21.85,GB,1673734599
377,Evensk,61.95,159.2333,8.8,65,100,20.33,RU,1673734361
378,San Cristobal,7.7669,-72.225,77.18,66,60,0.78,VE,1673734600
379,Shaunavon,49.6501,-108.4181,35.38,91,100,8.3,CA,1673734600
380,Ostrovnoy,68.0531,39.5131,34.0,90,96,14.97,RU,1673734600
381,Sisimiut,66.9395,-53.6735,10.33,64,21,15.77,GL,1673734601
382,Luckenwalde,52.0833,13.1667,46.72,91,100,13.0,DE,1673734601
383,Azángaro,-14.9167,-70.2167,63.03,14,26,11.07,PE,1673734601
384,Majene,-3.5403,118.9707,76.59,86,93,2.26,ID,1673734602
385,Guangzhou,23.1167,113.25,60.87,68,97,16.73,CN,1673734602
386,Makakilo City,21.3469,-158.0858,80.92,49,0,6.91,US,1673734603
387,Port Hardy,50.6996,-127.4199,48.38,93,100,8.05,CA,1673734603
388,Xunchang,28.4543,104.715,33.46,95,100,4.52,CN,1673734603
389,Jesup,31.6074,-81.8854,48.34,42,10,8.16,US,1673734604
390,Aljezur,37.3191,-8.8033,53.83,86,92,2.77,PT,1673734604
391,Vostok,46.4856,135.8833,-27.8,97,9,4.54,RU,1673734604
392,Chicama,-7.8447,-79.1469,68.54,62,65,8.88,PE,1673734605
393,Muros,42.7762,-9.0603,58.68,91,79,7.81,ES,1673734605
394,Azul,-36.777,-59.8585,92.46,12,0,2.91,AR,1673734606
395,Zheleznogorsk,52.331,35.3711,20.95,95,77,7.56,RU,1673734606
396,Novoraychikhinsk,49.7798,129.594,-31.4,99,67,4.27,RU,1673734606
397,Dumas,35.8656,-101.9732,71.53,13,0,21.85,US,1673734607
398,Denpasar,-8.65,115.2167,76.71,100,75,3.44,ID,1673734607
399,Dawson,31.7735,-84.4466,47.62,43,0,12.62,US,1673734603
400,Nelson Bay,-32.7167,152.15,76.1,71,3,5.01,AU,1673734608
401,Japura,-0.3167,102.35,72.36,99,100,1.3,ID,1673734608
402,Anloga,5.7947,0.8973,79.93,82,8,8.05,GH,1673734608
403,Kemin,42.7846,75.6892,8.46,65,0,5.39,KG,1673734609
404,Dédougou,12.4667,-3.4667,73.04,12,47,7.76,BF,1673734609
405,Nome,64.5011,-165.4064,15.87,73,75,16.11,US,1673734515
406,Romanovo,52.6182,81.2271,11.55,86,100,22.35,RU,1673734610
407,Berbera,10.4396,45.0143,76.28,79,4,9.28,SO,1673734610
408,Smithers,54.7804,-127.1743,34.12,93,75,2.3,CA,1673734610
409,Mahuva,21.0914,71.7622,60.42,44,1,12.71,IN,1673734611
410,Saraland,30.8207,-88.0706,56.12,43,0,6.15,US,1673734352
411,Cañon City,38.441,-105.2424,64.27,19,0,23.02,US,1673734611
412,Nefteyugansk,61.0998,72.6035,7.57,97,98,9.15,RU,1673734343
413,Dicabisagan,17.0818,122.4157,73.58,91,71,2.28,PH,1673734612
414,Prenzlau,53.3167,13.8667,47.21,89,100,23.02,DE,1673734612
415,Sajanan,37.0573,9.2426,52.72,90,85,5.68,TN,1673734612
416,Katherine,-14.4667,132.2667,79.12,83,100,8.05,AU,1673734613
417,Rio Grande,-32.035,-52.0986,77.11,62,100,10.51,BR,1673734613
418,Srednekolymsk,67.45,153.6833,-32.89,100,100,1.45,RU,1673734341
419,Tawang Town,27.5833,91.8667,28.69,77,55,3.22,IN,1673734613
420,Beloha,-25.1667,45.05,75.0,78,6,15.41,MG,1673734614
421,Yarkovo,57.4028,67.0786,12.04,94,93,8.25,RU,1673734614
422,Natitingou,10.3042,1.3796,72.82,18,26,5.1,BJ,1673734615
423,Belyy Yar,53.6039,91.3903,21.09,67,100,24.61,RU,1673734615
424,Fairmont,39.4851,-80.1426,30.38,70,77,4.0,US,1673734615
425,Marystown,47.1666,-55.1483,46.98,97,100,22.37,CA,1673734616
426,Vila Franca do Campo,37.7167,-25.4333,54.01,68,63,23.33,PT,1673734616
427,Tilichiki,60.4667,166.1,-5.89,96,100,10.98,RU,1673734616
428,Rørvik,64.8621,11.2373,29.88,76,100,13.69,NO,1673734617
429,Kieta,-6.2167,155.6333,80.04,81,100,1.28,PG,1673734617
430,Zacualpan,21.25,-105.1667,94.62,47,0,5.44,MX,1673734618
431,Banjar,-8.19,114.9675,77.04,90,99,2.46,ID,1673734618
432,Gushikawa,26.3544,127.8686,69.39,94,75,0.0,JP,1673734619
433,Marrakesh,31.6315,-8.0083,60.87,44,0,3.44,MA,1673734511
434,Bagotville,-28.9833,153.4167,73.85,87,84,4.18,AU,1673734619
435,Palana,59.1167,159.9667,6.87,88,100,3.44,RU,1673734620
436,Innoshima,34.2833,133.1833,51.57,82,99,1.68,JP,1673734620
437,Laas,46.6166,10.7002,36.48,75,98,2.46,IT,1673734620
438,Portland,45.5234,-122.6762,52.54,88,100,14.0,US,1673734486
439,Manzhouli,49.6,117.4333,-15.25,88,16,11.03,CN,1673734621
440,Prainha,-1.8,-53.48,76.28,88,100,4.52,BR,1673734621
441,Santiago,-33.4569,-70.6483,83.86,29,0,17.27,CL,1673734510
442,Sechura,-5.5569,-80.8222,78.13,57,30,15.86,PE,1673734623
443,Bundaberg,-24.85,152.35,72.21,97,100,5.01,AU,1673734624
444,Khasan,42.4308,130.6434,9.43,49,33,12.35,RU,1673734625
445,Farias Brito,-6.9306,-39.5656,79.48,62,72,4.52,BR,1673734626
446,Vardø,70.3705,31.1107,28.31,85,90,10.78,NO,1673734357
447,Belmonte,-15.8631,-38.8828,77.54,82,9,8.84,BR,1673734629
448,Horsham,51.064,-0.3272,45.64,78,0,10.36,GB,1673734631
449,Antibes,43.5624,7.1278,51.67,81,75,10.36,FR,1673734632
450,Kaseda-shirakame,31.4167,130.3167,59.16,84,49,8.93,JP,1673734632
451,Sault Ste. Marie,46.5168,-84.3333,25.36,68,0,6.91,CA,1673734612
452,Inhambane,-23.865,35.3833,79.21,80,3,11.68,MZ,1673734634
453,Torrijos,39.9819,-4.2835,46.85,85,97,6.96,ES,1673734634
454,Porbandar,21.6422,69.6093,62.15,40,0,11.03,IN,1673734635
455,Honiara,-9.4333,159.95,76.32,94,100,5.21,SB,1673734636
456,Oyem,1.5995,11.5793,69.76,85,52,2.66,GA,1673734636
457,Kumbo,6.2,10.6667,60.4,34,5,4.52,CM,1673734637
458,Santa Rosa,14.3122,121.1114,76.98,95,100,5.28,PH,1673734638
459,Roald,62.5833,6.1333,35.76,75,0,11.5,NO,1673734639
460,Petrov Val,50.1434,45.2096,10.4,89,5,8.95,RU,1673734639
461,Pisco,-13.7,-76.2167,75.25,64,0,5.75,PE,1673734640
462,Karatau,43.1667,70.4667,-2.09,94,22,2.42,KZ,1673734642
463,Bud,39.447,-86.1758,33.67,76,2,4.63,US,1673734642
464,Scarborough,54.2797,-0.4044,41.65,80,23,17.0,GB,1673734525
465,Canberra,-35.2835,149.1281,77.45,71,4,5.01,AU,1673734505
466,Sorong,-0.8833,131.25,79.0,82,100,4.07,ID,1673734643
467,Östersund,63.1792,14.6357,16.25,100,100,5.75,SE,1673734644
468,Ciudad del Carmen,18.6333,-91.8333,73.44,60,75,9.22,MX,1673734644
469,Gusinoye Ozero,51.1144,106.2614,-23.67,97,56,2.06,RU,1673734645
470,Guerrero Negro,27.9769,-114.0611,67.6,45,55,12.12,MX,1673734646
471,Malanville,11.8685,3.3899,71.6,18,16,8.16,BJ,1673734646
472,Laguna,38.421,-121.4238,59.11,87,40,17.27,US,1673734646
473,Araouane,18.9048,-3.5265,68.81,16,60,10.45,ML,1673734647
474,Wukari,7.85,9.7833,74.5,21,12,4.54,NG,1673734648
475,Verkhniy Avzyan,53.5289,57.5372,4.48,88,100,3.02,RU,1673734649
476,Dauphin,51.1494,-100.0502,12.34,85,75,9.22,CA,1673734649
477,Praia,14.9215,-23.5087,72.14,73,0,16.11,CV,1673734650
478,Colonia Carlos Antonio López,-26.4,-54.7667,78.12,62,98,2.66,PY,1673734650
479,Huilong,31.8111,121.655,32.94,73,100,20.98,CN,1673734651
480,Fuxin,42.0156,121.6589,4.46,37,0,2.75,CN,1673734651
481,Yablochnyy,47.1661,142.0661,-5.24,86,56,6.76,RU,1673734651
482,Mount Gambier,-37.8333,140.7667,61.79,56,42,13.73,AU,1673734652
483,Gobabis,-22.45,18.9667,76.91,37,84,16.53,NA,1673734652
484,Yukhnov,54.7444,35.2297,26.69,92,100,8.08,RU,1673734653
485,Pemba,-12.974,40.5178,81.3,94,75,1.14,MZ,1673734653
486,Rurrenabaque,-14.4413,-67.5278,70.09,99,100,2.3,BO,1673734654
487,Okhotsk,59.3833,143.3,-27.35,87,100,10.76,RU,1673734654
488,Garoowe,8.4054,48.4845,68.43,81,3,13.87,SO,1673734654
489,Māngrol,21.1167,70.1167,60.73,42,0,11.52,IN,1673734655
490,Penzance,50.1186,-5.5371,43.48,60,100,32.5,GB,1673734655
491,Copiapó,-27.3667,-70.3333,65.89,38,0,7.56,CL,1673734656
492,Alta Floresta,-9.8756,-56.0861,72.97,96,100,1.99,BR,1673734656
493,Presidente Médici,-11.1753,-61.9014,77.2,90,54,3.62,BR,1673734656
494,Matagami,49.7502,-77.6328,-0.29,85,0,4.61,CA,1673734657
495,Phan Thiet,10.9333,108.1,73.35,94,57,2.75,VN,1673734657
496,Kunigal,13.0222,77.0267,61.25,50,98,5.37,IN,1673734658
497,Bubaque,11.2833,-15.8333,77.52,68,43,10.16,GW,1673734658
498,Kondinskoye,59.6481,67.41,9.16,96,74,7.56,RU,1673734658
499,Dolores,-36.3132,-57.6792,76.26,49,0,19.51,AR,1673734659
500,Lensk,60.7253,114.9278,-38.36,100,100,1.97,RU,1673734659
501,Talnakh,69.4865,88.3972,-38.0,86,3,2.95,RU,1673734659
502,Springbok,-29.6643,17.8865,72.9,35,1,4.32,ZA,1673734660
503,Shimoda,34.6667,138.95,54.1,87,61,13.09,JP,1673734660
504,Trat,12.5,102.5,69.35,91,3,1.41,TH,1673734661
505,Ushtobe,45.2514,77.9838,-6.54,90,23,2.42,KZ,1673734374
506,Tahe,52.3333,124.7333,-13.67,92,100,0.96,CN,1673734662
507,Camacupa,-12.0167,17.4833,61.21,94,100,2.75,AO,1673734662
508,Moree,-29.4667,149.85,75.0,54,0,11.01,AU,1673734662
509,Sambava,-14.2667,50.1667,74.3,88,85,5.1,MG,1673734457
510,Hasaki,35.7333,140.8333,52.21,76,100,19.62,JP,1673734663
511,Herat Province,34.5,62.0,12.97,56,5,2.64,AF,1673734664
512,Taksimo,56.3444,114.8794,-19.5,93,100,1.77,RU,1673734664
513,Córdoba,-31.4135,-64.1811,90.99,26,20,6.91,AR,1673734664
514,Pangnirtung,66.1451,-65.7125,-10.37,99,100,3.49,CA,1673734665
515,Burē,10.7,37.0667,57.88,66,25,6.44,ET,1673734665
516,Paka,4.6374,103.4368,75.13,100,99,2.3,MY,1673734666
517,Sibolga,1.7427,98.7792,75.06,90,94,2.82,ID,1673734666
518,Waltershausen,50.9,10.5667,48.06,97,100,21.0,DE,1673734666
519,Champerico,14.3,-91.9167,88.34,63,1,10.13,GT,1673734667
520,Makkah al Mukarramah,21.4267,39.8261,68.43,67,84,4.56,SA,1673734667
521,Krasnyy Chikoy,50.3643,108.7512,-26.64,99,86,1.83,RU,1673734667
522,Winchester,51.0651,-1.3187,45.48,79,20,11.5,GB,1673734668
523,Matara,5.9485,80.5353,73.33,91,93,2.37,LK,1673734668
524,Redlands,34.0556,-117.1825,54.34,88,100,8.01,US,1673734624
525,Camaçari,-12.6975,-38.3242,80.37,81,92,7.23,BR,1673734669
526,Salalah,17.0151,54.0924,75.29,73,75,3.44,OM,1673734669
527,Tindwāri,25.6167,80.5333,49.93,68,0,7.65,IN,1673734669
528,Khuzhir,53.1939,107.3397,3.24,88,100,7.4,RU,1673734670
529,Kattivākkam,13.2167,80.3167,71.69,73,98,2.06,IN,1673734670
530,Indri,29.88,77.0711,42.82,48,0,7.78,IN,1673734670
531,Bulgan,48.8125,103.5347,-12.48,83,30,4.38,MN,1673734671
532,Novy Urengoy,66.0833,76.6333,-27.47,100,38,3.94,RU,1673734671
533,Thinadhoo,0.5333,72.9333,79.9,65,75,10.11,MV,1673734672
534,Naze,28.3667,129.4833,65.32,90,83,7.94,JP,1673734672
535,Seoul,37.5683,126.9778,37.0,93,100,8.05,KR,1673734606
536,Shingū,33.7333,135.9833,52.27,89,20,6.49,JP,1673734384
537,Praia da Vitória,38.7333,-27.0667,53.85,62,40,25.34,PT,1673734673
538,Mackay,-21.15,149.2,75.69,85,100,17.45,AU,1673734673
539,Elban,50.1018,136.5094,-26.28,100,84,2.77,RU,1673734674
540,Codrington,-38.2667,141.9667,62.15,55,73,18.3,AU,1673734674
541,Castlemaine,-37.0667,144.2167,69.04,68,26,16.22,AU,1673734674
542,Staunton,38.1496,-79.0717,36.43,47,0,10.36,US,1673734675
543,Khandyga,62.6667,135.6,-55.57,99,100,1.43,RU,1673734675
544,Bilibino,68.0546,166.4372,-12.77,84,8,7.94,RU,1673734675
545,São Filipe,14.8961,-24.4956,73.94,71,1,9.31,CV,1673734676
546,Ayan,56.45,138.1667,-26.01,69,2,15.28,RU,1673734676
547,Shelburne,44.0787,-80.2041,19.85,84,1,9.84,CA,1673734509
548,High Rock,26.6208,-78.2833,58.24,61,11,26.04,BS,1673734677
549,Torbay,47.6666,-52.7314,54.88,93,75,31.07,CA,1673734398
550,Brzesko,49.9691,20.6061,38.59,86,76,9.04,PL,1673734677
551,Ilulissat,69.2167,-51.1,8.62,43,20,4.61,GL,1673734501
552,Kazygurt,41.7589,69.3864,-2.49,75,0,5.19,KZ,1673734678
553,Sulangan,11.1373,123.7228,79.29,84,100,7.25,PH,1673734678
